MS_ID,Location,Collection,Reference,Headnote,MS_Date,Folia,Place_of_production,Produced_for,Notes,MS_Sources,F_%,L_%,E_%,O_%,F_Sides,L_Sides,E_Sides,O_Sides,total_sides_English,total_sides_French,total_sides_Latin,total_sides_Other,percentage_English,percentage_French,percentage_Latin,percentage_Other
166g,Cambridge,Pembroke College,258,Narrationes etc.,s.xiv,50,,,end points for Latin tracts are based on James' entries and therefore approximate;  bound with 6 other volumes; English song on fol. 141v added later,"James, M.R. ""A Descriptive Catalogue of the Manuscripts in the Library of Pembroke College, Cambridge."" Cambridge: Cambridge UP, 1905.",,,,,,,,,0.5,11.0,74.5,,0.5813953488372093,12.790697674418606,86.62790697674419,
167,Cambridge,University Library,Add. 2751,Dits des sages (fragment),s.xiv,2,,,fragment from a binding,https://www.persee.fr/doc/rht_0073-8204_1962_num_10_1961_988,,,,,,,,,,4.0,,,,100.0,,
168,Cambridge,University Library,Add. 2751 (3),"Benoit de St-Maure, Roman de Troie (fragment)",s.xiii,2,,,fragment from a binding,https://www.persee.fr/doc/rht_0073-8204_1962_num_10_1961_988,,,,,,,,,,4.0,,,,100.0,,
169,Cambridge,University Library,Add. 2751 (8),"Thomas, Roman de Tristan (fragment)",s.xiii (ex),1,,,fragment previously bound with MS #217,https://www.persee.fr/doc/rht_0073-8204_1962_num_10_1961_988,,,,,,,,,,2.0,,,,100.0,,
170,Cambridge,University Library,Add. 3303,Fragment of a moral treatise,s.xiv (in),1,,,fragment,https://www.persee.fr/doc/rht_0073-8204_1962_num_10_1961_988,,,,,,,,,,2.0,,,,100.0,,
171,Cambridge,University Library,Add. 3035,"John Gower, Mirroir de l'Omme",s.xiv (2),152,,,"""belonged to Edward Hailstone""","Ringrose, J. S., ed. ""Summary Catalogue of the Additional Medieval Manuscripts in Cambridge University Library Acquired before 1940."" Woodbridge, UK: Boydell.",,,,,,,,,,316.0,,,,100.0,,
172,Cambridge,University Library,Add. 3392,Henricus de Huntingdon etc.,s.xiii / xiv,8+155,Ireland,Cistercian Abbey of St. Mary Dublin,"iiir has part of medieval text and later owner's notes; ff. 155v-158v ""consist of two leaves. . .of a xiv /xv cent. MS of the Polychronicon of Ranulphus Higden . .. removed from a former binding."" Added in an imitation Gothic hand by Sir. Roger Twysden on ff. 143r-145r : Errores Grecorum; on 136v: List of the abbots of Melrose ; added in s.xv hand: note on fol. 135v ""Indulgencie generales omnibus etc."" and two paragraphs from a chronicle on fol. 133r","Ringrose, J. S., ed. ""Summary Catalogue of the Additional Medieval Manuscripts in Cambridge University Library Acquired before 1940."" Woodbridge, UK: Boydell.",,,,,,,,,,,,,,,,
173,Cambridge,University Library,Add. 4166,Philippe de Thaun's Comput (fragment),s.xii / xiii,1,,,Latin glosses in the margin,https://www.persee.fr/doc/rht_0073-8204_1962_num_10_1961_988,,,,,,,,,,2.0,,,,100.0,,
174,Cambridge,University Library,Add. 4407,"Thomas, Roman de Horn (fragment)",s.xiv (in),4,,,,https://www.persee.fr/doc/rht_0073-8204_1962_num_10_1961_988,,,,,,,,,,8.0,,,,100.0,,
175,Cambridge,University Library,Add. 5943,Preaching Miscellanu,s.xv (1),iii+145+iii,,,"Latin verses on flyleaves and DIMEV 6780-1; 5217-1; inscription on vr indicates that the book was given by one ""Thomas Turke, quondam vicarius de Biere et c""; inscription  on vb indicates that the book was given to ""M. Johnanni Morton""","Ringrose, J. S., ed. ""Summary Catalogue of the Additional Medieval Manuscripts in Cambridge University Library Acquired before 1940."" Woodbridge, UK: Boydell.",,,,,,,,,,,,,,,,
175a,Cambridge,University Library,Add. 6855,Anglo-Norman endleaves,s.xiv,ii,,,"endleaves bound with Thomas à  Kempis, De imitacione Christi;  rest of the MS ""From the Augustinian Priory of St Mary Overy, Southwark; on 1r the xvi cent. Inscription ""Liber beate Marie Overay/Ambros"" ","Ringrose, J. S., ed. ""Summary Catalogue of the Additional Medieval Manuscripts in Cambridge University Library Acquired before 1940."" Woodbridge, UK: Boydell.",,,,,,,,,,4.0,,,,100.0,,
176,Cambridge,University Library,Add. 6860,Astronimica et Mathematica,s.xiv (in),iv+149+iii,,,"Remains of more of the French text survive on scraps after fol. 155v; flyleaves i-iv are Peter Comestor's Historia Scholastica; ""On 1r in the hand of Henry de Kirkstede. . .is the inscription ""Liber monachorum sancti Edmundi de dono fratris Thome de Scrouteby. A. 229"" (Ringrose 280). ""Grandsen suggests (p. 269) that Scrouteby may have given the MS in unbound quires"" (Ringrose 280). ","Ringrose, J. S., ed. ""Summary Catalogue of the Additional Medieval Manuscripts in Cambridge University Library Acquired before 1940."" Woodbridge, UK: Boydell.",,,,,,,,,,2.0,291.0,,,0.6825938566552902,99.31740614334471,
177,Cambridge,University Library,Add. 8870,"Tracts, statutes etc.",s.xv (1),64,,,"""Feodum militare"" (Latin) likely added to f. 13v in the 15th c  ; Added in the fifteeenth c. on f. 55r: Memo in English on Robert Clopton ; two quires are made of paper","Baker, Ringrose, and J. S.Ringrose. A Catalogue of English Legal Manuscripts in Cambridge University Library. Woodbridge: Boydell Press, 1996, pp. 633-641.",,,,,,,,,1.9166666666666665,60.833333333333336,54.25000000000001,,1.638176638176638,51.994301994302006,46.36752136752138,
178,Cambridge,University Library,Add. 9213,"Rasis, Liber Almansoris etc.",s.xii / xiii,,,,Not yet described; recipe for treating gout (Dean no. 439) on f. 229r,http://mlgb3.bodleian.ox.ac.uk/mlgb/book/972/?search_term=9213&page_size=500,,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,,,,,,4.0,,,,100.0,,
179a,Cambridge,University Library,D.1.6,Fragments of La Petite philosophie,s.xiii (2),2,,,"bound at the end of a Latin Bible; on end flyleaf: 'Icest Livre est a mestre Nicholas de Cobeham'; on the first flyleaf: 'O paraclite ment em tergas sorde scantentem' ; ""Rector de Adisham et Abyndon juxta Northampton, &c. Anno Domini/ 1474"" ""On the last leaf of the MS: ""John Smithe his boke"" (James Catalogue); languages checked by KAM",https://archive.org/details/catalogueofmanus01cambuoft,,,,,,,,,,4.0,,,,100.0,,
180,Cambridge,University Library,Dd.3.53,Formulary; Chaucer etc.,s.xv (med),237,,,Latin letters after 95r added after the letters on ff. 1-94v; inside cover 'sum Mulcasteri' (James Catalogue); languages verified by KAM; see James catalogue for subjects of the letters; bound with Chaucer's treatise on the Astrolabe,https://archive.org/details/catalogueofmanus01cambuoft,,,,,,,,,43.0,104.5,85.5,,18.4549356223176,44.84978540772532,36.69527896995708,
180a,Cambridge,University Library,Dd.3.53,Formulary,s.xv (in),94,,,letters ff.1-94v copied first; inside cover 'sum Mulcasteri' (James Catalogue); languages verified by KAM; see James catalogue for subjects of the letters,https://archive.org/details/catalogueofmanus01cambuoft,,,,,,,,,,104.5,52.5,,,66.56050955414013,33.43949044585987,
181,Cambridge,University Library,Dd.3.57,Genealogy,s.xv (in),21 feet,,,,https://archive.org/details/catalogueofmanus01cambuoft,,,,,,,,,,2.0,,,,100.0,,
182,Cambridge,University Library,Dd.4.35,Liber de spiritu et anima etc,s.xv / xvi,77,,,leaves with Anglo-Norman may date from s.xvi,https://archive.org/details/catalogueofmanus01cambuoft,,,,,,,,,,4.0,150.0,,,2.5974025974025974,97.40259740259741,
183,Cambridge,University Library,Dd.7.6,Statutes,s.xv,260,,,dating in James Catalogue may be wrong (13th C MS?); checked KAM,https://archive.org/details/catalogueofmanus01cambuoft,,,,,,,,,,,,,,,,
184,Cambridge,University Library,Dd.7.14,Statutes etc.,s.xv,420,,,languages verified by KAM,https://archive.org/details/catalogueofmanus01cambuoft,,,,,,,,,,396.3333333333333,447.6666666666667,,,46.95892575039494,53.04107424960506,
185,Cambridge,University Library,Dd.9.38,Constitutions etc.,s.xiv,266,Berkshire,"""Monastery of Reading""","some English words glossed on fols. 208r and 208v (""infangthief"" etc); languages verified by KAM",https://archive.org/details/catalogueofmanus01cambuoft,,,,,,,,,,142.33333333333334,376.66666666666663,,,27.42453436095055,72.57546563904944,
186,Cambridge,University Library,Dd.10.31,Geoffrey of Monmouth etc.,s.xiii (2),194,,,"checked by KAM; the Anglo-Norman material at the end may have circulated separately; Dean states that ""La petite philosophie"" (Dean no 325) is on ff. 128v-146v but these folia are partly missing from the MS in 2018 (this does not seem to be a recent loss); Dean no. 325 is not mentioned in the James Catalogue either",https://archive.org/details/catalogueofmanus01cambuoft,,,,,,,,,,48.0,228.0,,,17.391304347826086,82.6086956521739,
187,Cambridge,University Library,Dd.10.32,Brutus etc.,s.xiv,82,,,checked by KAM,https://archive.org/details/catalogueofmanus01cambuoft,,,,,,,,,,38.5,124.5,,,23.619631901840492,76.38036809815951,
188,Cambridge,University Library,Dd.11.78,Collection of poetry,s.xiii,238,,,end points for Latin tracts are based on James' entries and therefore approximate,https://archive.org/details/catalogueofmanus01cambuoft,,,,,,,,,,5.0,388.0,,,1.2722646310432568,98.72773536895674,
189,Cambridge,University Library,Dd.12.23,Grammar etc.,s.xv,87,,,languages checked by KAM,https://archive.org/details/catalogueofmanus01cambuoft,,,,,,,,,,158.50000000000003,15.5,,,91.09195402298852,8.908045977011495,
19,Blackburn,Stonyhurst College,24 (HMC 27),Le Livre de seyntz medicines,s.xiv (med),130,,,,http://jonas.irht.cnrs.fr/manuscrit/79265,,,,,,,,,,251.0,,,,100.0,,
190,Cambridge,University Library,Ee.1.1,Legal and Historical Treatises,s.xiv,276,Buckinghamshire,monastery of Luffield,"composite MS of 276 ff. ; foliation of tracts and languages based on the catalogue description and therefore uncertain ; fol. 3 has ""Ro. Cotton"" (17th c) ; whole MS from the monastery of Luffield",https://archive.org/stream/catalogueofmanus02camb#page/1/mode/1up,,,,,,,,,,100.66666666666666,446.33333333333337,,,18.403412553321143,81.59658744667885,
190a,Cambridge,University Library,Ee.1.1,Legal and Historical Treatises,s.xiii,39,,,"composite MS of 276 ff. ; foliation of tracts based on the catalogue description and therefore approximate ;fol. 3 has ""Ro. Cotton"" (17th c) ; whole MS from the monastery of Luffield",https://archive.org/stream/catalogueofmanus02camb#page/1/mode/1up,,,,,,,,,,77.66666666666666,0.3333333333333333,,,99.57264957264957,0.42735042735042733,
191,Cambridge,University Library,Ee.1.20,Manuel des péchés etc.,s.xiv,142,,,"""It contains the name ""Thomas Knyuett"" (1r). Sullivan identifies him as the early seventeenth-century bibliophile Thomas Knyvett of Ashwellthorpe, but Arnould suggests a different Thomas Knyvett (m. 1512).""",https://openaccess.leidenuniv.nl/bitstream/handle/1887/50536/MurchisonPQ95_2W24424.pdf?sequence=1,,,,,,,,,,283.0,,,,100.0,,
192,Cambridge,University Library,Ee.3.52,Bible (Gen.-Iob),s.xiv (med),417,,,"later owners: ""Sir Thomas Knyvett, d. 1618"" and ""John Morre (d. 1714)""; ""hand appears to be French""","Binski, Paul, Patrick Zutshi, and Stella Panayotova. ""Western Illuminated Manuscripts : A Catalogue of the Collection in Cambridge University Library."" Cambridge: Cambridge University Press, 2011.",,,,,,,,,,822.0,,,,100.0,,
193,Cambridge,University Library,Ee.3.59,Life of St Edward the Confessor,s.xiii (med),37,,,"Old English tag of Laurence Nowell on fol. 3r ""Mid hiht Ic þolige"";""Perhaps Eleanor of Castile; Laurence Nowell, antiquary, 1563 (3r), perhaps acquired from William Bowyer, Keeper of Records in the Tower, who made numerous manuscripts available to Nowell (Black, 'Laurence Nowell', p. 117 and n. 7); William Lambarde, friend of Nowell (ibid., 116) (3r); 'Mons. Cope' (3r, i.e., Sir Walter Cope, d. 1614; see A.G. Watson, 'Sir Walter Cope' (MS B2)); perhaps William Cecil, Lord Burghley, d. 1598 (apparently sold with other books from his Library (T. Bentley and B. Walford, 21 Nov. 1687)); John Moore (d. 1714); presented to University Library by George I, 1715.""",https://cudl.lib.cam.ac.uk/view/MS-EE-00003-00059/13,,,,,,,,,,71.0,,,,100.0,,
194,Cambridge,University Library,Ee.4.20,Formulary,s.xiv (ex),254,,,leaf inserted containing English at f.48; later handwriting (Latin) ff. 78-80; ff. 90-102 ; 121-122 ;  209-244  and 'some more leaves' between 244 and 253 have been cut out; languages checked by KAM,https://archive.org/stream/catalogueofmanus02cambuoft#page/126/mode/2up,,,,,,,,,2.0,82.5,234.5,,0.6269592476489028,25.862068965517242,73.51097178683386,
196,Cambridge,University Library,Ee.6.11,Legend of St Margaret etc.,s.xiv (in),84,,,"""formerly contained two other pieces""",https://archive.org/stream/catalogueofmanus02cambuoft#page/260/mode/2up,,,,,,,,,,82.0,,,,100.0,,
197,Cambridge,University Library,Ee.6.16,Book of Hours,s.xiv,204,Anjou,,MS has been misfoliated by 1 at the beginning; languages checked by KAM,,,,,,,,,,,7.666666666666666,402.3333333333333,,,1.8699186991869916,98.130081300813,
198b,Cambridge,University Library,E.6.30,"Miracles of the Virgin, by Everard of Gateley",s.xiii (2),1,,,"Fragment bound with 15th century ""Constitutiones Provinciales""","Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999. ; https://archive.org/stream/catalogueofmanus02cambuoft#page/270/mode/2up",,,,,,,,,,2.0,,,,100.0,,
199,Cambridge,University Library,FF.6.13,"Solar system, falconry, etc.",s.xiii (ex),81,,,,https://archive.org/stream/catalogueofmanus02cambuoft#page/518/mode/2up,,,,,,,,,,17.5,133.66666666666666,2.8333333333333335,,11.363636363636363,86.7965367965368,1.83982683982684
2,Aberystwyth,National Library of Wales,Bettisffeld 18,Leaves of prayers,s.xiv (1),2,,,2 discontinuous fragments which may have once formed part of a roll,"Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999.",,,,,,,,,,2.0,,,,100.0,,
200,Cambridge,University Library,FF.6.15,Theological tracts,s.xv (in),250,,,"""a leaf is lost between ff.221 and 222""",https://archive.org/stream/catalogueofmanus02cambuoft#page/521/mode/1up,,,,,,,,,1.0,1.5,487.5,,0.20408163265306123,0.30612244897959184,99.48979591836735,
201a,Cambridge,University Library,FF.6.17,King Horn,s.xiv,94,,,"""Bound in with this volume are some fragments of a moral treatise which relates chiefly to temperance""",https://archive.org/stream/catalogueofmanus02cambuoft#page/524/mode/2up,,,,,,,,,,188.0,,,,100.0,,
202,Cambridge,University Library,Gg.1.1,"Manuel des péchés etc,",s.xiv (in),ii+633+ ii,,,See catalogue for full description,https://archive.org/stream/catalogueofmanus03cambuoft#page/n34/mode/1up,94.2,5.33,0.47,,,,,,1.0,1.5,487.5,,0.20408163265306123,0.30612244897959184,99.48979591836735,
203,Cambridge,University Library,Gg.1.15,Brut,s.xiv,80,,,,https://archive.org/stream/catalogueofmanus03cambuoft#page/n34/mode/1up,,,,,,,,,,399.0,,,,100.0,,
204,Cambridge,University Library,Gg.4.27,Works of Geoffrey Chaucer,s.xv,467,,,2 parts,https://archive.org/stream/catalogueofmanus03cambuoft#page/172/mode/1up,,,,,,,,,915.0,3.0,,,99.67320261437908,0.32679738562091504,,
205,Cambridge,University Library,Gg.4.32,"Theological documents, prayers etc.",s.xiv,138,,"""apparently collected by a cleric""","on the last leaf: ""Johannes Hatton""; Dean gives different foliation from the James Catalogue; MS has lost several leaves and has been refoliated to take into account the lost leaves; verified by KAM",https://archive.org/stream/catalogueofmanus03cambuoft#page/177/mode/1up,,,,,,,,,4.333333333333333,4.333333333333334,240.33333333333331,,1.7402945113788486,1.7402945113788488,96.51941097724229,
206,Cambridge,University Library,Gg.6.28,French texts,s.xv,113,,,languages checked by KAM; thread book mark marks the start of the Seven Sages,https://archive.org/stream/catalogueofmanus03cambuoft#page/230/mode/1up,,,,,,,,,,226.0,,,,100.0,,
207,Cambridge,University Library,Gg.6.44,Book of tenures etc.,s.xv,169,,,end points for last two tracts are based on James' entries and therefore approximate,https://archive.org/stream/catalogueofmanus03cambuoft#page/235/mode/1up,,,,,,,,,,336.0,,,,100.0,,
208,Cambridge,University Library,Hh.6.11,Notes etc.,s.xiii / xiv,71,Cambridgeshire,Ramsey Abbey,fol. 65 added from a different manuscript; table of contents on f. 2 records works that had previously been in this MS;  end points for Latin tracts are based on James' entries and therefore approximate,https://archive.org/stream/catalogueofmanus03cambuoft#page/305/mode/1up,,,,,,,,,0.5,2.0,131.5,,0.3731343283582089,1.4925373134328357,98.13432835820896,
209,Cambridge,University Library,Hh.3.11,Statutes etc.,s.xiv,174,,,"part of a leaf inserted between ff.115-116; ""back of the last leaf contains some geometrical instructions""; name of an Elizabethan owner: ""F. Tate""",https://archive.org/stream/catalogueofmanus03cambuoft#page/276/mode/1up,,,,,,,,,,24.0,298.0,,,7.453416149068323,92.54658385093167,
20b,Blackburn,Stonyhurst College,27 (A.VI. 22),Summa de Officiis Ecclesiasticis,s.xiv (in),115,,,bound with 1 other volume; 2nd volume contains inserted leaves of notes; range of the tracts is approximate,"E. J. Arnould, « Un Manuscrit Partiel du Manuel des péchés», Romania, 63 (1937): 226-40.",,,,,,,,,,9.5,57.5,,,14.17910447761194,85.82089552238806,
21,Blickling,Blickling Hall (Norfolk),6892,Langtoft,s.xiv (in),100,,,"loss of leaves after f.100; some of the Latin texts seem to have been copied ""before the ascension of Edward II""","Dean, Ruth J., and Maureen B. M. Boulton. Anglo-Norman Literature: A Guide to Texts and Manuscripts. London: Anglo-Norman Text Society, 1999. ; Ker, MMBL, 2 (1977), pp. 138-139.",,,,,,,,,,190.0,10.0,,,95.0,5.0,
